uniqueID	drugName	review	date
63804	Sertraline	"I have suffered from anxiety since I was in my teens, I&#039;m now in my 40&#039;s and have GAD.  I first started taking this medicine and it gave me really bad diarrhea and I stopped taking it but it was definitely helping with the panic attacks, I didn&#039;t have them at all!  I could feel one like it was about to come on but would go away just as quick.  I stopped taking it because of the diarrhea and tried others like lexapro which didn&#039;t do anything at all for me.  I was on 100mg sertraline and talked to my doctor about lowering my dosage to 25mg to start with so I don&#039;t experience the side effects so much, I&#039;m up to 50mg now and it&#039;s working great."	17-Oct-17
142076	Escitalopram	"I have been on 20mgs of Lexapro for about 2 months now. I love it! I went from crying everyday and wanting to kill myself to being a normal person. It also relieved some of my social anxiety. I would definetly recommend it."	27-Apr-08
95818	Sertraline	"It keeps me from being suicidal. I have to have this. Great medicine."	26-Apr-14
140462	Escitalopram	"I have taken Lexapro for 3 years. Crippling episodes of OCD-generated anxiety and depression have been put to rest with Lexapro. I am taking 40mg/day, which is higher than typical 20 mg/day for depression. The OCD itself is essentially gone, and what&#039;s left of it (mixed rituals and obsessions) can be very easily controlled and does not scare me at all.  I have had no episode of major OCD/anxiety/depression for 3 years, which has never happened to before (I am 49). Lexapro, together with behavioral therapy, has saved my life. I am working a great job and enjoy my family life."	24-May-17
64083	Sertraline	"Years ago, I took Zoloft while going through chemo, and it helped me cope better. I wasn&#039;t crying as much. But, now you can only get generic, so I tired Sertraline for depression and panic attacks. It wiped me out. I could not keep my head up unless I had slept about 12 hrs each night.  When I tapered off, I began to experience some cognitive issues. My typing speed dropped, and my error rate went up. I&#039;d type things (words &amp; phrases) I didn&#039;t intend to, and not type things I intended to. A neurologist said the med was likely helping my serotonin levels, but, when I tapered off, my brain was having issues. Varied doses didn&#039;t help either problem, so I tapered off. Tiredness stopped quickly. Typing issue slowly improved over 2-2.5 months."	29-Mar-17
64234	Sertraline	"I was in therapy for two years for anxiety,my anxiety got so bad I couldn&#039;t drive hated traffic,basically didn&#039;t want to leave the house only for business,I was so scared to take medicine so I decided to go get on meds I had the bottle for two days before I took it finally last night I took it guess what I&#039;m fine no side effect .nothing!I worried for nothing so don&#039;t listen to all the negative stories try for yourself I&#039;m very new on it but I had to write this review for someone who may be as scared as I was .I was scared I even was going to go the emergency room and take it and I wasn&#039;t going to sign in I just thought I would feel safer if I sat there  to take it haha Im on zoloft 25 mg if your wondering  and I&#039;m so glad I gave  it a try!"	18-Nov-16
96304	Sertraline	"Day two and I&#039;m feeling a little weird but better than yesterday. I&#039;m on 50 mg to start. I&#039;ve been on Zoloft before and don&#039;t remember feeling like this. Last time I felt better almost instantly. I been off it for about 6 years. I&#039;ll stick with it this time because I know it does work."	31-Jul-10
64646	Sertraline	"I had a car accident 2013 Nov ..,concossion, ptsd , etc . and finally the best treatment is zolof â˜ºI feel better, ,,no panic attacks anymore and nausea almost gone, ,and frustration almost gone"	23-Nov-15
140634	Escitalopram	"I had been on and off this drug for years and it significantly improved my depression and anxiety. It also helped me sleep (I took it at night because it made me nauseous). Unfortunately, it also contributed to weight gain, so I switched to Prozac and it made a big difference. On Zoloft now because Prozac gave me fog and I think it&#039;s my happy medium for now."	7-Dec-16
96401	Sertraline	"It made me tired all of the time and it was difficult to wake up in the morning."	4-Nov-09
96426	Sertraline	"I&#039;ve been taking 200mg Zoloft for the past 3 and 1/2 months (started 5 months ago) for (severe) depression and social anxiety disorder as well as other (less severe) conditions. I think this medicine is fairly effective for the long-term, but it was very hard for me to wait for it to &#039;kick in&#039; after several months of taking it. I cannot compare this medication to other antidepressants, but it was pretty good; it was also much more effective (for me)."	18-Nov-10
127679	Phentermine	"Use with caution! I was stupid enough to take a whole pill and I thought I was going to die. My heart was racing even though I was laying perfectly still and the world was swimming like I was drunk. The effects have lessened over the course of a few hours but I will definitely not take more than 1/4 of one of theses pills in the future!"	12-Apr-17
64545	Sertraline	"I suffered terrible depression and anxiety after I had my son. It was the worst experience because I had no control over the worrying, sadness and hopelessness. I wasn&#039;t able to enjoy my newborn because I felt so down and anxious about everything. After I developed insomnia and would sleep for 3 days at a time I decided to get help. I felt embarrassed and shameful for feeling this way, but I can assure anyone dealing with postpartum anxiety/depression that it&#039;s NOT your fault! It&#039;s a very real disorder and can take a person&#039;s life if they don&#039;t seem help. Zoloft literally saved mine, I have been on 100mgs for one year and feel like the happy person I was before pregnancy. Best decision I&#039;ve ever made!!"	22-Mar-16
141932	Escitalopram	"I found that Lexapro really elevated my mood drastically and helped my anxiety, but it also gave me severe insomnia, dreamy thinking, and the inability to pay attention."	3-Dec-09
34256	Tramadol	"Although this drug is effective for pain; I experienced horrible withdrawls from it.  I was awake for over 30 hours."	30-Oct-08
141083	Escitalopram	"I was having a lot of anxiety over trying to raise my RAD (Reactive attachment disorder) niece.  I didn&#039;t feel depressed just anxious and had panic attacks. Her and I were in a power struggle. This med helped me relax and pick my battles and not get over zealous about thing. The bad thing is within 5 months I gained 15 pounds not changing my eating habits at all. The 6th month I tried to lose weight and could not so I went back and got on something else."	23-Oct-15
141665	Escitalopram	"Lexapro saved my life. I have been on this medicine for about 7 weeks now.  At first, I was hesitant because I have tried them all--Effexor (constantly exhausted and edgy), Paxil (worked great for anxiety but had horrible sexual side effects and brain zap feelings), Zoloft (didn&#039;t help), Celexa (helped a little but Lexapro is definitely better for me).  Finally I found one I can rely on! The first week my anxiety got worse, which my doctor warned me of.  Luckily I had Xanax to get me through the first couple weeks. But now, I find myself not needing the Xanax at all anymore. I haven&#039;t had a panic attack since the 2nd week I started this medicine, and I am loving life! Thank you Lexapro."	24-Jun-12
141308	Escitalopram	"I dealt with anxiety and depression for several years. I had high social anxiety, and pleasure in isolation and darkness. I started on one SSRI but the side effects turned me into another person completely, I experienced emotional, spiritual, and creative numbness, weight gain, and overconfidence. So I got off of it because I wasn&#039;t myself anymore. So I tapered off of that and then I got on Lexapro and it immediately took care of my depressive symptoms and anxiety. I bumped up to 20mg after a couple of months and I am perfectly back to normal. I feel like myself. No side effects at all! I highly recommend Lexapro. Just be patient and wait it out."	27-Nov-14
64030	Sertraline	"I have been reading reviews for days on many different meds for anxiety. I was put on Effexor and I read reviews and possible side effects and I became too afraid to take it. So I recently spoke to a friend who has been on Zoloft for 2 months and has great results. So today I&#039;m starting 25mg and bumping it up to 50mg in a week. For years I have suffered with anxiety. But over the last couple months I have had 2 panic attacks, 1 of them actually put me in the hospital. The one I had last night I was able to talk myself out of it after about an hour. Now I feel like I&#039;m always waiting for it to happen again. Which causes anxiety.  I&#039;m very afraid of taking meds in fear of side affects. But after last night I&#039;m just gonna do it."	23-Feb-17
141872	Escitalopram	"I suffered from anxiety for many years and as I got older it became horrible. Palpitations and things that do not seem to bother others would destroy me on the inside. I began taking Lexapro 10mg. At first it did help but then I started to have long lasting headaches...sensitive to light and feeling that I was &quot;numb&quot; from the neck up. I completely shut out the outside and withdrew from 90% of everything I liked. I read all of the reviews about the medicine as far a getting off of it, and I felt that it was pushing me further into a hole. I decided to take it every other day for one week, then half the dose and half the days. My advice is drink lots of water/ Fish oil every other day/ You must walk/ Eat even if you must force yourself/Sleep at night."	20-Jul-10
72064	Tramadol	"I have been on tramadol for for years first giving to me for pain. It is an incredible pain medicine that gives me so much energy and makes my anxiety and occasional depression non existent, however, I have tried so many times to get off because I am now completely addicted. When I want to get off, even taper down enough to get off, I get the most horrible lightening zapping going thru my brain along with other withdrawals. It is an incredible drug for pain and depression BUT be careful if u stay on for a long period of time u will become a prisoner just like any other pain, depression medicine and the withdrawals are ugly."	23-Apr-15
128072	Phentermine	"well I started with phentermine 37.5 mg June 28 2016...it is now July 26 2016  and im down 23 pounds .....start weight 302 I actually did a weigh in today and I was 279... I was skeptical first cause I herd about all the side affects but I really wanted to lose weight and im glad I trusted my self the only side effects I have had is dry mouth and constipation my legs are a little jittery every now and then but I sleep really good at night.....I walk/run 3 miles every day and I already lost 5 % of body fat every person body is different .....I will highly recommend this pill"	26-Jul-16
71896	Tramadol	"This did nothing to relieve my back pain or migraines. It was useless an a waste of money."	30-Jan-16
139110	Phentermine	"I have been trying lose weight since I had my son two years ago. I worked out with no results. I have been taking Adipex for two and a half weeks and I have lost 13 lbs. I had a big burst of energy the first day I took Adipex, but could not sleep that night.  The next day I did not have any side effects or burst of energy. The only problem I still have is the dry mouth.  This has been a miracle drug."	19-Jan-09
138467	Phentermine	"Hi today is nov 12 2013. I started taking phentermine 37.5 on nov 6 2013 my weight on the 6 th was 198lbs. Today i am 191.. I have not worked out on the pill because i have a cousin who lost 50lbs without working out.. I eat 3 small meals a day and 2 snacks. I Don&#039;t eat after 6 pm and i drink plently of water. No juice or soada.. My question is to all who has taking phentermine 37.5 along with a b12 pill once a week. Will this pill continue to work like this?? I am getting married in 6 months and i am so worried because i would love to get down to 150lbs by that time.. I plan to get of this pill in 3 months.. I have been loosing so quick and it has not been a week yet..My weight loss doctor prescribed them to me."	12-Nov-13
71839	Tramadol	"I was prescribed tramadol for the arthritis pain in my hands. I had no relief from pain so I used aleve or ibuprofen which worked slightly better. I&#039;ve read how some people have a significant reduction in pain when using this drug but I actually asked my doctor if it was a joke. I don&#039;t think it takes the pain away so much as it effects your thinking...."	31-Mar-16
71908	Tramadol	"Tremolo did nothing for me.  Norco was very much more effective"	6-Jan-16
128456	Phentermine	"When I 1st heard of this pill I went straight to Google to see peoples experience ....which everyone was saying how much weight they lost so I had to try for myself ! I&#039;m 5&#039;2 n weighed 160 ! The 1st day I took it I was shocked on how high it made me feel. I had no trouble sleeping no bad side affects . After 6 days on pill I went from a size 10 to 8. I dropped 9 pounds. I just weighed myself and I&#039;m down to 146 and it hasn&#039;t even been 2 weeks. Yes this pill works but if u want to loose weight don&#039;t skip pills. Trust me its worth it. Good luck to y&#039;all !!"	28-Sep-15
96011	Sertraline	"I have been on sertraline for 6 months now. In the beginning I experienced delayed ejaculation, followed by nausea, extreme dizziness and exhaustion. For three days I was on bed with these symptoms. Later condition improved and I felt better. But now I have body pain with continued dose."	29-Nov-12
141912	Escitalopram	"Its a great medication other than the side effect of weight gain!"	1-Mar-10
141899	Escitalopram	"I had been trying to convince my boyfriend of 6 years to go to the doctor and get something prescribed to treat his panic attacks, GAD, etc. At the beginning of last year he finally went to the doctor after enduring panic and anxiety for 5 or 6 years. The doctor prescribed him Xanax which helped a lot but he still was unable to do a lot of things. Today is his seventh day using Lexapro and I am already beginning to see a difference in him. The first 4 days he had some pretty shocking side effects, i.e. dry mouth, nausea, bit of dizziness and unable to reach orgasm. However judging by how well he is doing on day 7, I have very high hopes for this medicine and am excited that he is finally going to get to really enjoy life the way he deserves."	11-Apr-10
141858	Escitalopram	"I have been taking Lexapro for over a year. Have gone from 10mg per day to 20mg per day. Switched between taking in the morning and taking at night. It has done nothing for me. I still have anger episodes, still worry constantly, and still big ups and downs. Hope to find something that helps soon. Good luck to all who are trying also."	30-Aug-10
141436	Escitalopram	"I love Lexapro! It helps me stop drinking, lose weight and I have way less anxiety now. For all those people that have sexual dysfunction, try taking it at night right before bed, after sex. I have no problems in that area now!"	19-Dec-13
96255	Sertraline	"I tried it and had a big attack. But I guess that&#039;s normal when you have anxiety. I read some of these comments and decided to give it another try. Lets see what happens. "	1-Mar-12
161242	Allegra Allergy	"I had my mother taking this for her allergies.  It did nothing for her.  After taking for almost 3 weeks, she broke out in hives.  We stopped immediately.  Went back to Clariten"	11-Apr-16
96317	Sertraline	"Stick with the medicine, it truly does take 6-8 weeks for your body to adjust. I take 75mg in the morning (keeps me up at night with RLS) and my anxiety is under control and I am able to go on with life and my day to day activities. The side effects I had in the beginning of being tired, RLS, yawning excessively...did go away with time and now I experience none of those things."	15-Jun-10
64041	Sertraline	"Took Zoloft for depression and anxiety and was on it for about six months. It absolutely helped and I felt less anxious almost immediately. But I stopped taking it due to increasing negative side effects. I have learned through my journey that other people&#039;s experiences of these kinds of meds are no real indication of how it will be for you personally. But sometimes it helps to share. Just take everything with a grain of salt.  Zoloft negatives: constant yawning, first three days you feel so unwell you think you&#039;ll never be ok again.  Also, inability to have an orgasm, which lasted about three months and then I was fine. Serious vertigo that got so bad I had to stop taking it.  Tried venlafaxine and Prozac with better results."	13-Feb-17
139123	Phentermine	"I&#039;ve been taking Phentermine for 2 weeks. For about one month before that I was taking Bontril (Phendimetrazine). I liked the Bontril but it didn&#039;t curb my appetite as well as Phentermine does. I try to stick to 1100 cals/day but I do some calorie cycling now and that way I&#039;ll go above 1100 so my body doesn&#039;t think it&#039;s being starved long-term. I hope that will help prevent a rapid gain when I go off the medicines.    Since starting these various medications I&#039;ve lost about 11 pounds (from 200 to 189 as of this morning). The Tanita scale at the clinic indicates that my water composition has remained about the same while fat percentage has decreased and muscle mass has increased. And I&#039;m not even exercising, so that&#039;s pretty cool."	2-Dec-08
128823	Phentermine	"I started Adipex-P nine months ago and I&#039;ve consistently lost weight. When I weighed in at the Dr.s today, I am down 20.6lbs since last month! I&#039;ve lost a total of 83lbs and was approved for my left knee replacement on Nov 18. When that heals, we do the other one. I have battled obesity my whole life- had gastroplasty (stomach stapling) back in the early 80s and I&#039;ve lost and gained hundred pounds during  time periods in my life and I&#039;ve got hope now that there may be a light at the end of the Tunnel.  When I get my knee joints in and get active I think I really might be able to get down to a decent weight and make it stick. I&#039;d like a second chance at life, to find a wife to spend my retirement years with. Staying Positive!"	15-Oct-14
95844	Sertraline	"Before I started taking Zoloft for depression and anxiety I was also suffering from insomnia. Was taking Ambien and Valium to help but the Ambien was not really helping my insomnia. Maybe get 3 hrs of sleep or 5hrs on a good night. Suffered from panic and anxiety attacks. Went to therapy and after some time Dr Recommended Zoloft. Was hesitant at first but could not live like this anymore so I started taking it about a year ago. Zoloft is the best thing I could have done. The first week or too I had side effects. But soon after depression lifted anxiety gone. I sleep great now."	11-Dec-13
128409	Phentermine	"i recently went to see a doctor for weight loss! Before I even had a minute to fill out my paper on my history, he asks me what kind of pills I want? I was like (huh?), then he explained about adipex, when I say explained, all he said was take it once a day, diet , come see me in 30 days! I thought this was crazy, he told me to bring back my paper work Monday! ANYWAY, I took it as he prescribed one a day, for only two days and have to stop! I am a recovering alcoholic /addict, this crap gave me the exact same feeling as meth, in which I have not used in 15 years. I was high!! I cannot jeopardize my sobriety so I guess I&#039;ll stay fat! But this doctor maybe should have took 5 minutes with me to explain or ask something about me!"	13-Sep-15
71923	Tramadol	"I&#039;m allergic to codeine and NSAIDs rip my stomach apart and cause GI bleeding so this is what I take for pain. tramadol 50 mg two or three/day. I broke my foot recently and was literally screaming in pain. Took Diclofenac, tylenol, no relief. Took 100 mg tramadol and feel much better now. I had to get off Prozac to take this but I&#039;m glad I did. Prozac made me eat all the time, I put on 20 lbs. tramadol actually suppresses my appetite which is a plus. If you take this longer then a few months make sure to taper off."	6-Dec-15
96048	Sertraline	"Have been taking 100mg for more than 2 years. It works but I am not fully fine. Thinking of increasing the dose to 200mg."	9-Jan-13
96417	Sertraline	"It has been a great medicine to help with my anxiety.  I feel much calmer and more in control of my circumstances.  I have, however, also had the sexual side effects of a lower libido and difficulty with ejaculation"	30-Dec-10
64611	Sertraline	"I&#039;ve been suffering from manic depression and anxiety since I was a teenager. I came to my breaking point last month and finally sought professional help. I&#039;m now on day 3 with taking Zoloft 25mg twice daily and I&#039;ve noticed some difference already and it&#039;s for the better.  I&#039;m not really experiencing the side effects everyone is talking about and I&#039;m sleeping just fine. I was a little sleepy the first day and body was a little sore but nothing like everyone is describing. I know its  only been day 3 so its not really in my system. So I&#039;ll check in in a few weeks. Wish me luck"	14-Feb-16
34137	Tramadol	"This does not take the pain away."	21-Jul-09
96299	Sertraline	"I started taking Zoloft 50mg for 2 days now and really felt no change yet. My Doctor said it could take up to 6 weeks to get the full effect. Think I had an anxiety attack the other day at work. Blood pressure was up, nervous, sweating, throwing up.  "	29-Aug-10
96318	Sertraline	"Withoug Zoloft I would probably be dead or killed.  I have been taking Zoloft for 19 years.  Since my daughter was born the doctors have tried to take me off, but the depression started again.  I did counseling and reduced the dose, but to be completely off makes me mean.  I snap at people, easily irritated, road rage, body feels like it will explode with anxiety.  It has never effected my sex drive.  No weight gain can be blamed on Zoloft, probably feeling more sociable and going out to eat has caused a little weight gain. No headaches. Thanks for reading and I hope I helped.  "	9-Jun-10
95983	Sertraline	"2 mths in now and I find it hard to put into words the difference Sertraline has made to my life.  I realised last night I actually felt happy - I can&#039;t remember the last time that thought went through my brain.  Obsessive negative thoughts just aren&#039;t there. I feel mostly calm and far far less anxious.  Enjoying life again for the first time in YEARS!"	12-Apr-13
140990	Escitalopram	"I&#039;ve been on lexapro for about 8 months now. It&#039;s been so good for me! I am 24 and female. I am no longer depressed. Before I first started, I was waking up every morning with suicidal thoughts. Now all of those thoughts are gone! I am so much more social! I can talk to anyone without anxiety, and I actually want to talk to people! I have more energy and have the urge to excercize and cook myself meals. These are things I wanted to do before but depression kept me in my bed feeling hopeless. There&#039;s hope! Depression is real. Don&#039;t feel weak for taking antidepressants. It can be the first step to getting out of bed and living your life how you want to live it!"	14-Mar-16
71764	Tramadol	"This med works better than other pain meds. Knee pain was so bad from implants I was considering getting back on my crutches. No crutches needed and gained back a little energy."	15-Jan-17
119796	Ambien CR	"I&#039;ve tried several different sleep medications for insomnia and while attempting to get used to the CPAP machine for sleep apnea. Ambien CR works great, I can get a full nights sleep, however go to bed within 1 hour of taking the medication or you will feel a bit drugged. I don&#039;t recommend taking every night, it is addictive (try not to take more than 3 nights in a row). It is more difficult to wean off from than regular Ambien. Overall, if needed this is a good medication if taken responsibly."	5-May-09
71628	Tramadol	"I been taking tramadol every four months to get a break from Lortab.  Been on Lortab for about 8 years, I&#039;m not addicted to it because I can stop anytime without any detox issues.  I have 2 knee replacements,  rod in my right femor, lower back fusion. I&#039;m only 54 yrs old.  So I need these meds.  Tramadol doesn&#039;t take my chronic pain half away, but it allows me to move around."	29-Oct-17
141611	Escitalopram	"Having started a business in a high stress field, I experienced episodes of stress and anxiety that interfered with my sleep, ability to concentrate and that began to manifest physically with chest pains, headaches, etc.  The first 10 days were a nightmare.  I had a terrible spike in my anxiety and stress levels.  I considered bailing on the medication and even my business, but my wife pressed me to continue.  After 10 days I started to see an improvement.  The anxiety improved and so did my mood.  By day 14 or so I was transformed.  I completely stopped having anxious thoughts.  My entire demeanor changed.  I am now like Teflon- stress does not stick around for more than a few minutes.  This medicine was a lifesaver and my business is great."	8-Feb-13
64570	Sertraline	"I have manic depression and anxiety. I was moved to 100mg quite soon after starting it. I got used to 50mg after a week or two. I haven&#039;t been suicidal much since the start. They have been really effective.  My side effects have been drowsiness. It used to help with my nightmares but not so much anymore. At first I was extremely thirsty now it&#039;s not as bad. I used to get lesions of dry skin everywhere which was so upsetting. But it&#039;s gone now. I had itchy skin. But overall its been helpful."	24-Feb-16
140797	Escitalopram	"I was prescribed this drug for major depression and C-PTSD. I only took it for one week, 5mg. It was awful. I was exhausted all of the time, had trouble falling asleep and my sleep was disturbed by very vivid and bizarre dreams. I woke up every morning shaking, dizzy and disoriented. During the day my legs hurt so bad it made walking difficult. It made me so hungry, craving carbs, I gained 9lbs of belly fat in one week! It left me with zero motivation and unable to feel any joy, excitement, pleasure. I felt detached, empty, I felt dead. I stopped taking it and while i&#039;m still struggling with depression I do feel like me again, I feel alive and have lost all of the weight gained while taking it."	26-Jun-16
128121	Phentermine	"Lost 30 lbs in 3 months still taking it want to lose another 20 lbs worst side effect was dry mouth"	20-May-16
140422	Escitalopram	"I started Lexapro for lifelong depression and anxiety, which at times has been quite severe. I have tried probably about 3/4 of all your typical SSRI and SNRI drugs. Some were kind of helpful, some helped a little while then stopped, some made things worse. Lexapro has saved my life. I have been on it about seven months now and feel better than expected. I am not overwhelmed as soon as I wake up, which was a huge reason I slept all the time. I generally feel positive most of the time. One added effect I was not expecting was my concentration, focus and memory seemed to improve. My social anxiety has improved significantly, which was a huge issue for me. This helped me. Keep searching til you find the right med FOR YOU"	6-Jul-17
65017	Sertraline	"Lately I&#039;ve been having really bad panic attacks, migraines, night terrors/nightmares every night for three weeks I started Zoloft last night and it already started working within a night I&#039;m more calm and feel like my old self already."	28-Jan-15
127767	Phentermine	"Today was my 1st day taking to pill. I had energy for about 12 hours and really no urge to eat although I did. I drank plenty of water today, I felt like I had dry mouth. No real bad side effects. I did work out and it help."	9-Feb-17
96056	Sertraline	"I&#039;ve been taking Zoloft for just over four weeks and it&#039;s effects have been dramatic. I was initially prescribed 50mg, which was way too high of a starting dose for an individual with panic disorder. The first few days were awful, as I experienced a dramatic increase in anxiety and feelings of intense dread. I was dropped down to 25mg and given a prescription of Klonopin to hold me through the titration period. I am currently taking 75mg and have noticed a marked improvement in my condition over the past few days. Overall anxiety is significantly decreased, below levels prior to the development of my panic disorder. CBT has been very effective as well in developing a healthier relationship with my anxiety."	11-Dec-12
141356	Escitalopram	"On 5mg Escitalopram, I initially experienced an almost euphoric-like state with 0% anxiety. I was motivated, talking/laughing more, getting things done. The anxiety began to creep back after 2 weeks though and the extreme happiness leveled off. I increased the dosage (to the prescribed 10mg) which I&#039;ve stayed on for several weeks and now I have mild depression with lingering anxiety.  Suicidal thoughts are completely gone. After consulting with my doctor I may increase the dosage. Side effects: irregular bowel movements (resolved), excessive gas, sleepiness, tense/tight muscles and less intense orgasms. Out of the all the antidepressants I&#039;ve been on, this is the better option and I&#039;m grateful for this medication."	1-Nov-14
128421	Phentermine	"I was on Phentermine 3 Years ago and lost 150lbs in a year and a half.  I worked out and because it curbs your appetite I could eat healthier.  You really need to work out and use it as a tool to help you with your new lifestyle because if you don&#039;t the weight WILL come back on plus more.  I kept it off for 3 years but then had a job change that kept me from going to the gym in the morning &amp; afternoons and didn&#039;t work out with the kids. I gained 150 lbs back in 3 years.  I just started again on 08/12 and have lost 25lbs. I haven&#039;t got into a steady gym routine now but it&#039;s motivated me to go to the gym in the afternoons.  I chose a different center for the gym because my kids can play basketball or swim while I work out."	3-Sep-15
64148	Sertraline	"Hi all I&#039;ve started this medication about six weeks ago after 9 years on Venlafaxine 75mg, the Venlafaxine had terrible side effects if you missed one tablet boy did it remind you.   The first few days on Sirtraline seemed ok but then followed sickness and stomach pains and severe anxiety. I&#039;ve just upped my dose to 100mg two days ago and feel like hell, racing thoughts, anxiety, on edge, just want to shut myself away but can&#039;t because of my job and kids, it&#039;s truly heartbreaking.   My doctor doesn&#039;t know I&#039;ve upped my dose I needed to act as could feel myself crashing. I&#039;ve had CBT and that was great whilst you have the treatment but then all that support just stopps and your going it alone again.   I just hope this will start working soon."	22-Jan-17
127537	Phentermine	"Hi!  When my Dr put me on this I was upset with my weight I have a lot of health problems the number 1# of them is rheumatoid arthritis I have had it for little over 13 year&#039;s and I&#039;m just 36 it has took over my life I can&#039;t get out and do much so for over the past five years I have picked up A LOT of weight and it has drove me insane June 5th 2018 at 277lb I get the pill one a day go back July 5th at 264lb gives me for this month 2 a day so August 4th at 246lb down 31 pound&#039;s Love it no problem with it Other then DRY mouth I&#039;m still on it 2 a day"	7-Aug-17
127569	Phentermine	"Update so I started taking this on May 19th, 5ft tall and 250 pounds. I felt dizzy my first three days and ate very little.  I try to eat less than 1200 calories a day. Some days I&#039;m still hungry though. It hasn&#039;t even been a month and today I weigh 224. That&#039;s 26 pounds in 27 days almost a pound a day with no exercise. The results for me have been amazing. I do have trouble sleeping so I usually take the pill earlier in the morning. I take a whole one a day. I also have had severe dry mouth mainly the last 3 days but I&#039;m also taking a water pill."	15-Jun-17
139132	Phentermine	"I&#039;ve been on Phentermine for 3 weeks now. I started off weighing 231 lbs. Now, I&#039;m down to 214 lbs. I&#039;ve not experienced the side effects reported. I have an active job which zaps my energy, which may be why my sleeping habits have not changed. However, I can say that I&#039;ve been more productive at work, and on the weekends, I have about a 2 mile jog&#039;s worth of energy to burn."	5-Nov-08
128071	Phentermine	"I started Phentermine 37.5 on Sunday June 19th 2016 as prescribed by my dr. I take 1 pill 20 mins before my breakfast. So far no side effects at all, took my 3rd dose today. Starting weight on 06/19/2016 was 218 still same weight this morning, so we will see. Hoping to reach a goal of 175 by Nov. That&#039;s 9 lbs a month, so we will see!!! I&#039;ll update in 2 weeks"	21-Jun-16
71919	Tramadol	"My doctor switched me to Tramadol after Tylenol 3 started losing effectiveness. I was on Ty 3 for years, after four lumbar surgeries, two fusions, continued pain...  taking 3-4, 50 mg. Tramadol/day, trying to keep it at three. Not pain free, but at least bearable. Unless/until it wears off.   I have joint pain, my elbows hurt. OW. Pretty sure it&#039;s caused by the drug, but right now, dealing with it."	11-Dec-15
128021	Phentermine	"Hello! I&#039;m 5&#039;2&quot;, 149lbs. And I&#039;m on day 4 of phentermine 15mg. The only side effects I&#039;ve had are mild dizziness, and hard to sleep before 11pm even tho I take it as early as 7am. My cravings are completely gone! But, i haven&#039;t lost any weight!  The energy feeling comes and goes, ive actually taken a nap once.. I&#039;ll try to keep my updates current."	22-Aug-16
127524	Phentermine	"I just started taking this pill today. I ate breakfast and drank 24oz of water before I took this pill. I didn&#039;t want to feel sick and have any side effects because I didn&#039;t eat first. I didn&#039;t not exercise today or eat good, I wanted to see how the pill made me feel before I start eating good and exercising ( which I will do tomorrow). I am early 20s 5&quot;2 SW: 169.4lbs; GW: 130lbs - 120lbs. I have been over weight for 7 years since having my daughter. It&#039;s time I get my body back. Throughout the 7 years I lost weight and gained it back. I have good energy levels after taking it. My shoulder hurt some, maybe it&#039;s the way I sit. Hopefully it stops. I gave it 5 star cause it Day 1. I will update in about 2 weeks!"	16-Aug-17
128578	Phentermine	"I&#039;m 24 years old and was at 291.2 pounds... about 9 pounds away from 300 pounds!! I knew right then I had to make a change. A friend told me about phetermine and I wanted to try it. I saw a doctor and I was prescribed it 37.5mg. I was also on a 1200 calorie diet.  I started in May 2015 and I checked in on June 2nd and LOST a total of 17.2lbs so far.  I Love it.  I now currently weigh 274.  My goal weight is 160!....I walk 3 days a week about 2 or 3 miles  a day and drink lots of water.  This works and I&#039;ve never felt better"	6-Jun-15
139003	Phentermine	"I was in a bad car accident about a year ago and now have 15 pieces of implanted metal in my right leg.  Because of the strain to my body, my doctors encouraged me to lose weight.  I was going to the gym, staying under 1400 calories and going to physical therapy. I didn&#039;t drop a single pound.  I&#039;ve been on the phentermine for 2 and a half months, and I&#039;ve already lost an AMAZING 60 pounds...40 more, and I&#039;ll be where I was supposed to be. I just got my refill and can&#039;t wait to see what happens in the next 3 months."	11-Jul-09
96237	Sertraline	"This medicine has been a life saver. I was to the point where I thought I&#039;d be in a constant state of panic (heart palpitations, increased blood pressure, hyperventilating). My symptoms initially got more intense once I started Zoloft, but after about 3-4 weeks I started to normalize.   I started at 25mg daily, which helped side effects, and gradually worked my way up to 50 mg. I found taking 25mg in the morning and 25 mg at night helped keep the side effects to a minimum.   After 2.5 months on Zoloft, I no longer need Xanax and my blood pressure has decreased dramatically. Whatever you do, don&#039;t hold up in your house while starting this medication. Get out and about, put yourself in uncomfortable situations."	8-Apr-12
141096	Escitalopram	"After two and a half months of constantly being &quot;down in the hole&quot;, my mood is finally starting to improve. I went from 10 to 20mg and it finally started working. Don&#039;t give up!"	22-Aug-15
64913	Sertraline	"Zoloft (Sertraline) is an SDRI which was prescribed to me for Social Anxiety and Depression. I am currently at 200mg, although I started at 25mg and was eventually risen to my current dose. This was not rapid, as it actually took three months before I reached my current dose due to an insufficient response to lower doses.    In my experience, this medication managed to ease my depression - from severe to mild and persistent to occasional, also this effect was notable at only 75mg. Social Anxiety was slightly more troublesome, not responding to lower doses although I eventually, after three months, began to notice a slight change in the severity of my SAnD when I reached 150mg. I am currently noticing changes, although quite slowly."	1-Apr-15
