statecode	adj_ccid	adj_vanid	datecanvassed	canvasser_id	contact_type	contact_result	presidential_id
FL	818649085	923080522	2016-09-01 00:00:00	1190538	Walk	Canvassed	2 Lean Clinton
FL	818649088	923332465	2016-09-01 00:00:00	1205773	Walk	Canvassed	1 Strong Clinton
FL	818649091	923485110	2016-09-01 00:00:00	1204630	Walk	Canvassed	2 Lean Clinton
FL	818649102	924275087	2016-09-01 00:00:00	1193974	Walk	Canvassed	1 Strong Clinton
FL	818649107	926298034	2016-09-01 00:00:00	1190997	Walk	Canvassed	1 Strong Clinton
FL	818649116	926547057	2016-09-01 00:00:00	1191003	Walk	Canvassed	1 Strong Clinton
FL	818649138	927476712	2016-09-01 00:00:00	1203480	Walk	Canvassed	1 Strong Clinton
FL	818649151	927998534	2016-09-01 00:00:00	1206298	Walk	Canvassed	1 Strong Clinton
FL	818649272	928373725	2016-09-01 00:00:00	1171420	Walk	Canvassed	3 Undecided
FL	818649274	928458550	2016-09-01 00:00:00	1202523	Walk	Canvassed	3 Undecided
FL	818651433	901351705	2016-09-01 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818651464	905063899	2016-09-01 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818651485	905669172	2016-09-01 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818651719	907232263	2016-09-01 00:00:00	1201867	Walk	Canvassed	3 Undecided
FL	818651720	907348331	2016-09-01 00:00:00	1171365	Walk	Canvassed	3 Undecided
FL	818651509	907911306	2016-09-01 00:00:00	1190536	Walk	Canvassed	1 Strong Clinton
FL	818651521	908232947	2016-09-01 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818651525	908331813	2016-09-01 00:00:00	1190536	Walk	Canvassed	1 Strong Clinton
FL	818651534	911678896	2016-09-01 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818651538	912022277	2016-09-01 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818651542	912254399	2016-09-01 00:00:00	1190536	Walk	Canvassed	1 Strong Clinton
FL	818651731	918300004	2016-09-01 00:00:00	1201867	Walk	Canvassed	3 Undecided
FL	818651566	918607406	2016-09-01 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818648539	922848579	2016-09-01 00:00:00	1191005	Walk	Canvassed	1 Strong Clinton
FL	818651602	924055600	2016-09-01 00:00:00	1191002	Walk	Canvassed	1 Strong Clinton
FL	818651606	924248300	2016-09-01 00:00:00	1175829	Walk	Canvassed	3 Undecided
FL	818651745	924655187	2016-09-01 00:00:00	1202525	Walk	Canvassed	5 Strong Trump
FL	818651623	926497067	2016-09-01 00:00:00	1175829	Walk	Canvassed	2 Lean Clinton
FL	818651646	927173398	2016-09-01 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818651654	927280571	2016-09-01 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818651756	927930178	2016-09-01 00:00:00	1201867	Walk	Canvassed	3 Undecided
FL	818651672	927989118	2016-09-01 00:00:00	1190536	Walk	Canvassed	2 Lean Clinton
FL	818651678	928171939	2016-09-01 00:00:00	1171393	Walk	Canvassed	1 Strong Clinton
FL	818688045	905513131	2016-09-02 14:12:00	1194011	Phone	Canvassed	1 Strong Clinton
FL	818688205	927659674	2016-09-02 14:44:00	1179941	Phone	Canvassed	1 Strong Clinton
FL	818702130	921997919	2016-09-02 15:49:00	1192034	Phone	Canvassed	1 Strong Clinton
FL	818702375	928412650	2016-09-02 16:41:00	1192033	Phone	Canvassed	1 Strong Clinton
FL	818734130	910203337	2016-09-02 19:29:00	1192033	Phone	Canvassed	1 Strong Clinton
FL	818734147	907333310	2016-09-02 19:33:00	1192033	Phone	Canvassed	1 Strong Clinton
FL	818734371	928221892	2016-09-02 20:27:00	1192033	Phone	Canvassed	4 Lean Trump
FL	818734431	920008522	2016-09-02 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818734295	907407432	2016-09-02 00:00:00	1201862	Walk	Canvassed	1 Strong Clinton
FL	818734637	907758816	2016-09-02 00:00:00	1204977	Walk	Canvassed	1 Strong Clinton
FL	818734826	915671080	2016-09-02 00:00:00	1204982	Walk	Canvassed	6 Strong Stein
FL	818734675	918215021	2016-09-02 00:00:00	1204982	Walk	Canvassed	1 Strong Clinton
FL	818734685	919133361	2016-09-02 00:00:00	1204977	Walk	Canvassed	1 Strong Clinton
FL	818734850	922902231	2016-09-02 00:00:00	1175805	Walk	Canvassed	3 Undecided
FL	818734720	923792792	2016-09-02 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818734863	926871432	2016-09-02 00:00:00	1201862	Walk	Canvassed	3 Undecided
FL	818734866	927071167	2016-09-02 00:00:00	1201862	Walk	Canvassed	3 Undecided
FL	818734757	927203110	2016-09-02 00:00:00	128473017	Walk	Canvassed	1 Strong Clinton
FL	818734760	927271459	2016-09-02 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818734578	927482719	2016-09-02 00:00:00	1204961	Walk	Canvassed	3 Undecided
FL	818794644	926905990	2016-09-06 00:00:00	1202523	Walk	Canvassed	1 Strong Clinton
FL	818794646	926944531	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794665	927418296	2016-09-06 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818794668	927445439	2016-09-06 00:00:00	1171423	Walk	Canvassed	1 Strong Clinton
FL	818794676	927594473	2016-09-06 00:00:00	1190538	Walk	Canvassed	2 Lean Clinton
FL	818794705	928053214	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818794734	928441879	2016-09-06 00:00:00	1204961	Walk	Canvassed	1 Strong Clinton
FL	818794060	902748192	2016-09-06 00:00:00	128491974	Walk	Canvassed	2 Lean Clinton
FL	818799387	903124925	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818799397	903194790	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818799405	903247551	2016-09-06 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818799417	903380307	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818799420	903428550	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818793795	907311324	2016-09-06 00:00:00	1201865	Walk	Canvassed	1 Strong Clinton
FL	818799501	907698373	2016-09-06 00:00:00	1190540	Walk	Canvassed	1 Strong Clinton
FL	818799513	908156539	2016-09-06 00:00:00	1190540	Walk	Canvassed	2 Lean Clinton
FL	818799536	909175703	2016-09-06 00:00:00	128447351	Walk	Canvassed	2 Lean Clinton
FL	818799542	911215453	2016-09-06 00:00:00	128450358	Walk	Canvassed	2 Lean Clinton
FL	818799553	911642411	2016-09-06 00:00:00	128492067	Walk	Canvassed	2 Lean Clinton
FL	818799558	911976744	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799573	913783317	2016-09-06 00:00:00	1191005	Walk	Canvassed	1 Strong Clinton
FL	818799580	915438798	2016-09-06 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818799602	918479249	2016-09-06 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818799618	918837117	2016-09-06 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818799936	920315694	2016-09-06 00:00:00	128485742	Walk	Canvassed	1 Strong Clinton
FL	818799645	920692064	2016-09-06 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818799660	921170888	2016-09-06 00:00:00	1201856	Walk	Canvassed	1 Strong Clinton
FL	818799679	922620446	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799953	923087747	2016-09-06 00:00:00	128485742	Walk	Canvassed	3 Undecided
FL	818799957	924047845	2016-09-06 00:00:00	1191005	Walk	Canvassed	3 Undecided
FL	818799722	926111001	2016-09-06 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818799730	926348129	2016-09-06 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818799734	926390243	2016-09-06 00:00:00	128438876	Walk	Canvassed	1 Strong Clinton
FL	818799967	926466123	2016-09-06 00:00:00	128447366	Walk	Canvassed	3 Undecided
FL	818799760	926873873	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799983	927173297	2016-09-06 00:00:00	128450358	Walk	Canvassed	4 Lean Trump
FL	818799795	927564965	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818799991	927631454	2016-09-06 00:00:00		Walk	Canvassed	3 Undecided
FL	818823336	901195301	2016-09-07 00:00:00	1204634	Walk	Canvassed	2 Lean Clinton
FL	818823340	901399901	2016-09-07 00:00:00	1204634	Walk	Canvassed	1 Strong Clinton
FL	818823344	902377915	2016-09-07 00:00:00	128447339	Walk	Canvassed	1 Strong Clinton
FL	818823716	904398898	2016-09-07 00:00:00	1179943	Walk	Canvassed	2 Lean Clinton
FL	818823350	904542461	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823358	904979760	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823398	907064297	2016-09-07 00:00:00	1201867	Walk	Canvassed	2 Lean Clinton
FL	818823430	908335999	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823433	908793287	2016-09-07 00:00:00	1206202	Walk	Canvassed	1 Strong Clinton
FL	818823471	912484458	2016-09-07 00:00:00	1191005	Walk	Canvassed	1 Strong Clinton
FL	818823745	914288112	2016-09-07 00:00:00	1190536	Walk	Canvassed	4 Lean Trump
FL	818823494	917495024	2016-09-07 00:00:00	1192247	Walk	Canvassed	1 Strong Clinton
FL	818823504	918734264	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823534	921082128	2016-09-07 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818823537	921241496	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823543	922153654	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823755	922588783	2016-09-07 00:00:00		Walk	Canvassed	7 Strong Johnson
FL	818823550	922918131	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823757	923083119	2016-09-07 00:00:00	1190536	Walk	Canvassed	3 Undecided
FL	818823761	924110647	2016-09-07 00:00:00	1192247	Walk	Canvassed	3 Undecided
FL	818823603	926583258	2016-09-07 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818822952	926674302	2016-09-07 00:00:00	1171365	Walk	Canvassed	3 Undecided
FL	818823619	926880184	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823627	926951227	2016-09-07 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818823632	927105374	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823640	927245121	2016-09-07 00:00:00	1204634	Walk	Canvassed	1 Strong Clinton
FL	818823654	927617573	2016-09-07 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818823778	927655862	2016-09-07 00:00:00	1214588	Walk	Canvassed	6 Strong Stein
FL	818823660	927681411	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823714	927959877	2016-09-07 00:00:00	1171393	Walk	Canvassed	1 Strong Clinton
FL	818823780	928179007	2016-09-07 00:00:00	1190536	Walk	Canvassed	3 Undecided
FL	818823696	928503569	2016-09-07 00:00:00	1188954	Walk	Canvassed	1 Strong Clinton
FL	818827907	901000238	2016-09-07 00:00:00	1193811	Walk	Canvassed	1 Strong Clinton
FL	818828356	904836630	2016-09-07 00:00:00	1191008	Walk	Canvassed	3 Undecided
FL	818823233	904894388	2016-09-07 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818827956	905100234	2016-09-07 00:00:00	1204630	Walk	Canvassed	2 Lean Clinton
FL	818827959	905235335	2016-09-07 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818828361	905361656	2016-09-07 00:00:00	1188950	Walk	Canvassed	3 Undecided
FL	818827973	905595656	2016-09-07 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818827992	907083222	2016-09-07 00:00:00	1206295	Walk	Canvassed	1 Strong Clinton
FL	818828003	907190018	2016-09-07 00:00:00	1201857	Walk	Canvassed	2 Lean Clinton
FL	818828005	907204195	2016-09-07 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818828011	907267252	2016-09-07 00:00:00	1203479	Walk	Canvassed	2 Lean Clinton
FL	818828371	907404513	2016-09-07 00:00:00	1206298	Walk	Canvassed	3 Undecided
FL	818828048	909389762	2016-09-07 00:00:00	1203480	Walk	Canvassed	1 Strong Clinton
FL	818828389	911153729	2016-09-07 00:00:00	1206298	Walk	Canvassed	3 Undecided
FL	818828060	911537140	2016-09-07 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818822678	913198586	2016-09-07 00:00:00	1171420	Walk	Canvassed	1 Strong Clinton
FL	818828083	913680839	2016-09-07 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818828090	914867075	2016-09-07 00:00:00	1190995	Walk	Canvassed	1 Strong Clinton
FL	818822892	916514940	2016-09-07 00:00:00	1192246	Walk	Canvassed	1 Strong Clinton
FL	818828100	918387727	2016-09-07 00:00:00	1171420	Walk	Canvassed	1 Strong Clinton
FL	818828105	918665428	2016-09-07 00:00:00	1214050	Walk	Canvassed	1 Strong Clinton
FL	818828112	918974133	2016-09-07 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818828122	920159217	2016-09-07 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818823242	920428940	2016-09-07 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818828420	920728574	2016-09-07 00:00:00	1204982	Walk	Canvassed	3 Undecided
FL	818828145	921247851	2016-09-07 00:00:00	1179950	Walk	Canvassed	1 Strong Clinton
FL	818828160	922820854	2016-09-07 00:00:00	1201852	Walk	Canvassed	2 Lean Clinton
FL	818828166	922922791	2016-09-07 00:00:00	1204975	Walk	Canvassed	1 Strong Clinton
FL	818799842	928377346	2016-09-06 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818758364	900453608	2016-09-03 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818758367	900679419	2016-09-03 00:00:00	128468145	Walk	Canvassed	1 Strong Clinton
FL	818758376	900950698	2016-09-03 00:00:00	1201865	Walk	Canvassed	2 Lean Clinton
FL	818758799	901354945	2016-09-03 00:00:00	1188954	Walk	Canvassed	3 Undecided
FL	818758392	901415455	2016-09-03 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818758413	904696813	2016-09-03 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818758436	905282967	2016-09-03 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818758439	905320376	2016-09-03 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818758454	905471662	2016-09-03 00:00:00	128450358	Walk	Canvassed	3 Undecided
FL	818758465	905683060	2016-09-03 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818758473	907067708	2016-09-03 00:00:00	1201865	Walk	Canvassed	1 Strong Clinton
FL	818758815	907205499	2016-09-03 00:00:00	128429109	Walk	Canvassed	3 Undecided
FL	818758479	907299199	2016-09-03 00:00:00	128429129	Walk	Canvassed	1 Strong Clinton
FL	818758817	907365629	2016-09-03 00:00:00	128429129	Walk	Canvassed	3 Undecided
FL	818758567	917498509	2016-09-03 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818758597	920114251	2016-09-03 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818758831	920759469	2016-09-03 00:00:00	1191005	Walk	Canvassed	3 Undecided
FL	818757324	921410326	2016-09-03 00:00:00	1192267	Walk	Canvassed	1 Strong Clinton
FL	818758647	923765113	2016-09-03 00:00:00	1192249	Walk	Canvassed	1 Strong Clinton
FL	818758674	926464131	2016-09-03 00:00:00	1175805	Walk	Canvassed	1 Strong Clinton
FL	818758690	926917007	2016-09-03 00:00:00	128468340	Walk	Canvassed	3 Undecided
FL	818758694	926958000	2016-09-03 00:00:00	1171393	Walk	Canvassed	1 Strong Clinton
FL	818758698	927109878	2016-09-03 00:00:00	1204957	Walk	Canvassed	1 Strong Clinton
FL	818758714	927609042	2016-09-03 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818758718	927639646	2016-09-03 00:00:00	1175805	Walk	Canvassed	1 Strong Clinton
FL	818758721	927663766	2016-09-03 00:00:00	128468340	Walk	Canvassed	1 Strong Clinton
FL	818758724	927741175	2016-09-03 00:00:00	128452105	Walk	Canvassed	1 Strong Clinton
FL	818758862	928218302	2016-09-03 00:00:00	1171365	Walk	Canvassed	3 Undecided
FL	818823328	900880495	2016-09-07 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818823331	900980030	2016-09-07 00:00:00	1204634	Walk	Canvassed	1 Strong Clinton
FL	818823049	904682496	2016-09-07 00:00:00	1175805	Walk	Canvassed	3 Undecided
FL	818823725	904943117	2016-09-07 00:00:00	1191005	Walk	Canvassed	3 Undecided
FL	818823369	905291627	2016-09-07 00:00:00	1192247	Walk	Canvassed	1 Strong Clinton
FL	818823373	905334762	2016-09-07 00:00:00	1191002	Walk	Canvassed	1 Strong Clinton
FL	818823386	905535086	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823417	907938419	2016-09-07 00:00:00	1190536	Walk	Canvassed	2 Lean Clinton
FL	818823435	908830050	2016-09-07 00:00:00	128447339	Walk	Canvassed	1 Strong Clinton
FL	818823739	908906290	2016-09-07 00:00:00	1214587	Walk	Canvassed	3 Undecided
FL	818823443	908973473	2016-09-07 00:00:00	128447339	Walk	Canvassed	1 Strong Clinton
FL	818823462	911637481	2016-09-07 00:00:00	1192247	Walk	Canvassed	1 Strong Clinton
FL	818823469	912223135	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823473	912630041	2016-09-07 00:00:00	128447339	Walk	Canvassed	1 Strong Clinton
FL	818823480	914481345	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823486	916036815	2016-09-07 00:00:00	128492067	Walk	Canvassed	1 Strong Clinton
FL	818823750	918385774	2016-09-07 00:00:00	1190536	Walk	Canvassed	4 Lean Trump
FL	818823513	919601954	2016-09-07 00:00:00	1214587	Walk	Canvassed	1 Strong Clinton
FL	818823536	921175807	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823549	922873115	2016-09-07 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818823558	923388661	2016-09-07 00:00:00	1188956	Walk	Canvassed	1 Strong Clinton
FL	818823563	923608249	2016-09-07 00:00:00	1201856	Walk	Canvassed	1 Strong Clinton
FL	818823571	924137160	2016-09-07 00:00:00	1202435	Walk	Canvassed	1 Strong Clinton
FL	818823580	924642317	2016-09-07 00:00:00	128491974	Walk	Canvassed	3 Undecided
FL	818823766	926369758	2016-09-07 00:00:00	1190536	Walk	Canvassed	3 Undecided
FL	818823595	926425106	2016-09-07 00:00:00	1188951	Walk	Canvassed	1 Strong Clinton
FL	818822994	926775407	2016-09-07 00:00:00	1201865	Walk	Canvassed	1 Strong Clinton
FL	818823625	926939344	2016-09-07 00:00:00	1190540	Walk	Canvassed	1 Strong Clinton
FL	818823638	927179065	2016-09-07 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818823645	927465883	2016-09-07 00:00:00	1201861	Walk	Canvassed	1 Strong Clinton
FL	818823677	928214404	2016-09-07 00:00:00	1194011	Walk	Canvassed	1 Strong Clinton
FL	818823681	928243080	2016-09-07 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818823781	928405281	2016-09-07 00:00:00	1202525	Walk	Canvassed	3 Undecided
FL	818823691	928458048	2016-09-07 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818762789	900555089	2016-09-03 00:00:00	128458630	Walk	Canvassed	5 Strong Trump
FL	818762795	901117745	2016-09-03 00:00:00	128468194	Walk	Canvassed	3 Undecided
FL	818762439	901334947	2016-09-03 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818762452	902391314	2016-09-03 00:00:00	128468194	Walk	Canvassed	1 Strong Clinton
FL	818756962	904334663	2016-09-03 00:00:00	1171420	Walk	Canvassed	2 Lean Clinton
FL	818762473	904692445	2016-09-03 00:00:00	128459014	Walk	Canvassed	1 Strong Clinton
FL	818757984	905127970	2016-09-03 00:00:00	1204961	Walk	Canvassed	1 Strong Clinton
FL	818762513	907101323	2016-09-03 00:00:00	1214046	Walk	Canvassed	1 Strong Clinton
FL	818762821	907426133	2016-09-03 00:00:00	1171423	Walk	Canvassed	3 Undecided
FL	818762826	909015459	2016-09-03 00:00:00	1214586	Walk	Canvassed	3 Undecided
FL	818757263	909976734	2016-09-03 00:00:00	1171423	Walk	Canvassed	1 Strong Clinton
FL	818762828	910881060	2016-09-03 00:00:00	1214046	Walk	Canvassed	3 Undecided
FL	818762545	911586127	2016-09-03 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818762552	912075957	2016-09-03 00:00:00	1204982	Walk	Canvassed	1 Strong Clinton
FL	818762560	912552866	2016-09-03 00:00:00	128473017	Walk	Canvassed	1 Strong Clinton
FL	818762570	913850106	2016-09-03 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818762574	914605835	2016-09-03 00:00:00	128470347	Walk	Canvassed	1 Strong Clinton
FL	818762591	918221677	2016-09-03 00:00:00	1202526	Walk	Canvassed	1 Strong Clinton
FL	818762604	918743374	2016-09-03 00:00:00	1203480	Walk	Canvassed	1 Strong Clinton
FL	818762623	920674252	2016-09-03 00:00:00	1204977	Walk	Canvassed	1 Strong Clinton
FL	818762629	920828855	2016-09-03 00:00:00	128450796	Walk	Canvassed	1 Strong Clinton
FL	818762638	921382164	2016-09-03 00:00:00	1202523	Walk	Canvassed	1 Strong Clinton
FL	818762641	921934006	2016-09-03 00:00:00	1204982	Walk	Canvassed	2 Lean Clinton
FL	818756954	922736663	2016-09-03 00:00:00	1171420	Walk	Canvassed	1 Strong Clinton
FL	818762645	922811202	2016-09-03 00:00:00	128432690	Walk	Canvassed	1 Strong Clinton
FL	818762854	926419591	2016-09-03 00:00:00	1203479	Walk	Canvassed	3 Undecided
FL	818762699	926763327	2016-09-03 00:00:00	1188950	Walk	Canvassed	1 Strong Clinton
FL	818762861	927015724	2016-09-03 00:00:00	1179958	Walk	Canvassed	3 Undecided
FL	818762868	927977021	2016-09-03 00:00:00	1203479	Walk	Canvassed	3 Undecided
FL	818794029	905582128	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794063	921759878	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818827902	900605771	2016-09-07 00:00:00	1204975	Walk	Canvassed	1 Strong Clinton
FL	818828346	901371512	2016-09-07 00:00:00	1193974	Walk	Canvassed	3 Undecided
FL	818827918	901421268	2016-09-07 00:00:00	1201852	Walk	Canvassed	1 Strong Clinton
FL	818794776	908237957	2016-09-06 00:00:00	1204977	Walk	Canvassed	3 Undecided
FL	818794428	911131751	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818793661	917206377	2016-09-06 00:00:00	1191008	Walk	Canvassed	1 Strong Clinton
FL	818793695	918216856	2016-09-06 00:00:00	1175805	Walk	Canvassed	1 Strong Clinton
FL	818794487	919680824	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794494	920229636	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794516	920860819	2016-09-06 00:00:00	1192032	Walk	Canvassed	2 Lean Clinton
FL	818794809	921272973	2016-09-06 00:00:00	1190542	Walk	Canvassed	3 Undecided
FL	818794541	922531551	2016-09-06 00:00:00	128470347	Walk	Canvassed	1 Strong Clinton
FL	818794813	922925276	2016-09-06 00:00:00		Walk	Canvassed	4 Lean Trump
FL	818794570	923493717	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794816	923827321	2016-09-06 00:00:00	128473017	Walk	Canvassed	3 Undecided
FL	818794581	923922547	2016-09-06 00:00:00	1214046	Walk	Canvassed	1 Strong Clinton
FL	818794817	924082213	2016-09-06 00:00:00	1179958	Walk	Canvassed	3 Undecided
FL	818794591	924167116	2016-09-06 00:00:00	1190538	Walk	Canvassed	1 Strong Clinton
FL	818794829	926476041	2016-09-06 00:00:00	128470347	Walk	Canvassed	3 Undecided
FL	818794632	926760101	2016-09-06 00:00:00		Walk	Canvassed	3 Undecided
FL	818794637	926817603	2016-09-06 00:00:00		Walk	Canvassed	1 Strong Clinton
FL	818794648	927085640	2016-09-06 00:00:00		Walk	Canvassed	2 Lean Clinton
FL	818794652	927134206	2016-09-06 00:00:00	1203481	Walk	Canvassed	1 Strong Clinton
FL	818794674	927512370	2016-09-06 00:00:00	1204961	Walk	Canvassed	2 Lean Clinton
FL	818793588	927683719	2016-09-06 00:00:00	1171420	Walk	Canvassed	1 Strong Clinton
FL	818794707	928063638	2016-09-06 00:00:00	1191003	Walk	Canvassed	1 Strong Clinton
FL	818794208	928213520	2016-09-06 00:00:00	128492068	Walk	Canvassed	1 Strong Clinton
FL	818794718	928335460	2016-09-06 00:00:00	128468194	Walk	Canvassed	2 Lean Clinton
FL	818794860	928342489	2016-09-06 00:00:00	1201862	Walk	Canvassed	4 Lean Trump
FL	818794732	928421685	2016-09-06 00:00:00	128458630	Walk	Canvassed	1 Strong Clinton
FL	818794864	928470676	2016-09-06 00:00:00		Walk	Canvassed	3 Undecided
FL	818734524	904407240	2016-09-02 00:00:00	1194030	Walk	Canvassed	2 Lean Clinton
FL	818737289	904809489	2016-09-02 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818737292	904867897	2016-09-02 00:00:00	1191005	Walk	Canvassed	1 Strong Clinton
FL	818737304	905087786	2016-09-02 00:00:00	1179950	Walk	Canvassed	1 Strong Clinton
FL	818737308	906945581	2016-09-02 00:00:00	128429109	Walk	Canvassed	1 Strong Clinton
FL	818737541	907003225	2016-09-02 00:00:00	1201865	Walk	Canvassed	3 Undecided
FL	818734382	911600184	2016-09-02 00:00:00	1175805	Walk	Canvassed	1 Strong Clinton
FL	818737345	914856124	2016-09-02 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818737556	917033613	2016-09-02 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818737366	919759109	2016-09-02 00:00:00	1202525	Walk	Canvassed	2 Lean Clinton
FL	818737564	920423268	2016-09-02 00:00:00	1191005	Walk	Canvassed	3 Undecided
FL	818737378	921245879	2016-09-02 00:00:00	1202525	Walk	Canvassed	1 Strong Clinton
FL	818737381	921737426	2016-09-02 00:00:00	1191006	Walk	Canvassed	1 Strong Clinton
FL	818737392	923097237	2016-09-02 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818737410	924300353	2016-09-02 00:00:00	1191005	Walk	Canvassed	2 Lean Clinton
FL	818737446	926895871	2016-09-02 00:00:00	1179950	Walk	Canvassed	1 Strong Clinton
FL	818737452	927144714	2016-09-02 00:00:00	1171393	Walk	Canvassed	1 Strong Clinton
FL	818737459	927425722	2016-09-02 00:00:00	128447517	Walk	Canvassed	1 Strong Clinton
FL	818737587	927617592	2016-09-02 00:00:00	1201853	Walk	Canvassed	1 Strong Clinton
FL	818737588	927756796	2016-09-02 00:00:00	1204957	Walk	Canvassed	3 Undecided
